旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T2881,2,NV633,2018/1/20,NV846,2018/1/21
T2882,2,NV633,2018/1/20,NV846,2018/1/21
T2883,2,NV633,2018/1/20,NV846,2018/1/21
T2884,2,NV633,2018/1/20,NV846,2018/1/21
T2885,2,NV633,2018/1/20,NV846,2018/1/21
T2886,2,NV633,2018/1/20,NV840,2018/1/21
T2887,2,NV633,2018/1/20,NV840,2018/1/21
T2888,1,NV633,2018/1/20,NV840,2018/1/21
T2889,2,NV6763,2018/1/20,NV836,2018/1/20
T2890,1,NV6763,2018/1/20,NV836,2018/1/20
T2891,2,NV6763,2018/1/20,NV6472,2018/1/20
T2892,1,NV6763,2018/1/20,NV6472,2018/1/20
T2893,1,NV6763,2018/1/20,NV392,2018/1/20
T2894,1,NV6763,2018/1/20,NV654,2018/1/20
T2895,2,NV849,2018/1/20,NV6297,2018/1/20
T2896,2,NV849,2018/1/20,NV6297,2018/1/20
T2897,2,NV849,2018/1/20,NV6297,2018/1/20
T2898,2,NV849,2018/1/20,NV6297,2018/1/20
T2899,2,NV849,2018/1/20,NV6297,2018/1/20
T2900,2,NV849,2018/1/20,NV6297,2018/1/20
T2901,2,NV849,2018/1/20,NV6297,2018/1/20
T2902,1,NV849,2018/1/20,NV6714,2018/1/20
T2903,2,NV849,2018/1/20,NV3655,2018/1/20
T2904,2,NV849,2018/1/20,NV699,2018/1/20
T2905,2,NV849,2018/1/20,NV699,2018/1/20
T2906,1,NV849,2018/1/20,NV699,2018/1/20
T2907,2,NV849,2018/1/20,NV6772,2018/1/20
T2908,1,NV849,2018/1/20,NV6772,2018/1/20
T2909,2,NV849,2018/1/20,NV6632,2018/1/20
T2910,1,NV849,2018/1/20,NV6642,2018/1/20
T2911,2,NV849,2018/1/20,NV6652,2018/1/20
T2912,1,NV849,2018/1/20,NV6652,2018/1/20
T2913,1,NV849,2018/1/20,NV3652,2018/1/20
T2914,2,NV849,2018/1/20,NV664,2018/1/21
T2915,2,NV849,2018/1/20,NV664,2018/1/21
T2916,2,NV849,2018/1/20,NV664,2018/1/21
T2917,1,NV849,2018/1/20,NV320,2018/1/21
T2918,1,NV849,2018/1/20,NV882,2018/1/21
T2919,2,NV6753,2018/1/20,NV826,2018/1/20
T2920,2,NV6753,2018/1/20,NV826,2018/1/20
T2921,2,NV6753,2018/1/20,NV826,2018/1/20
T2922,2,NV6753,2018/1/20,NV826,2018/1/20
T2923,2,NV6753,2018/1/20,NV826,2018/1/20
T2924,1,NV6753,2018/1/20,NV3652,2018/1/20
T2925,2,NV6753,2018/1/20,NV654,2018/1/20
T2926,1,NV6753,2018/1/20,NV654,2018/1/20
T2927,2,NV6753,2018/1/20,NV654,2018/1/20
T2928,2,NV6753,2018/1/20,NV654,2018/1/20
T2929,2,NV6753,2018/1/20,NV654,2018/1/20
T2930,2,NV6753,2018/1/20,NV654,2018/1/20
T2931,1,NV6753,2018/1/20,NV846,2018/1/21
T2932,2,NV6753,2018/1/20,NV6134,2018/1/21
T2933,1,NV6753,2018/1/20,NV6134,2018/1/21
T2934,2,NV6753,2018/1/20,NV882,2018/1/21
T2935,1,NV6324,2018/1/20,NV654,2018/1/20
T2936,1,NV6324,2018/1/20,NV880,2018/1/21
T2937,2,NV6463,2018/1/20,NV840,2018/1/21
T2938,1,NV6527,2018/1/20,NV6811,2018/1/20
T2939,2,NV6527,2018/1/20,NV846,2018/1/21
T2940,1,NV6527,2018/1/20,NV846,2018/1/21
T2941,1,NV6527,2018/1/20,NV840,2018/1/21
T2942,2,NV6527,2018/1/20,NV880,2018/1/21
T2943,1,NV6621,2018/1/20,NV880,2018/1/21
T2944,2,NV827,2018/1/20,NV6528,2018/1/20
T2945,2,NV827,2018/1/20,NV6528,2018/1/20
T2946,1,NV827,2018/1/20,NV6578,2018/1/20
T2947,1,NV827,2018/1/20,NV6772,2018/1/20
T2948,1,NV827,2018/1/20,NV6632,2018/1/20
T2949,1,NV827,2018/1/20,NV6811,2018/1/20
T2950,2,NV827,2018/1/20,NV6652,2018/1/20
T2951,2,NV827,2018/1/20,NV6652,2018/1/20
T2952,1,NV827,2018/1/20,NV6652,2018/1/20
T2953,2,NV827,2018/1/20,NV3652,2018/1/20
T2954,2,NV827,2018/1/20,NV3652,2018/1/20
T2955,2,NV827,2018/1/20,NV3652,2018/1/20
T2956,2,NV827,2018/1/20,NV664,2018/1/21
T2957,2,NV827,2018/1/20,NV664,2018/1/21
T2958,2,NV827,2018/1/20,NV664,2018/1/21
T2959,2,NV827,2018/1/20,NV320,2018/1/21
T2960,2,NV827,2018/1/20,NV320,2018/1/21
T2961,2,NV621,2018/1/20,NV6632,2018/1/20
T2962,2,NV621,2018/1/20,NV6632,2018/1/20
T2963,2,NV621,2018/1/20,NV6632,2018/1/20
T2964,1,NV621,2018/1/20,NV6811,2018/1/20
T2965,2,NV621,2018/1/20,NV6652,2018/1/20
T2966,2,NV621,2018/1/20,NV6652,2018/1/20
T2967,2,NV621,2018/1/20,NV664,2018/1/21
T2968,1,NV621,2018/1/20,NV846,2018/1/21
T2969,2,NV621,2018/1/20,NV320,2018/1/21
T2970,2,NV621,2018/1/20,NV320,2018/1/21
T2971,1,NV6317,2018/1/20,NV6632,2018/1/20
T2972,1,NV6317,2018/1/20,NV320,2018/1/21
T2973,1,NV6551,2018/1/20,NV826,2018/1/20
T2974,1,NV6551,2018/1/20,NV654,2018/1/20
T2975,2,NV6551,2018/1/20,NV846,2018/1/21
T2976,2,NV6551,2018/1/20,NV320,2018/1/21
T2977,2,NV6551,2018/1/20,NV6134,2018/1/21
T2978,2,NV6551,2018/1/20,NV6134,2018/1/21
T2979,2,NV6551,2018/1/20,NV6134,2018/1/21
T2980,2,NV6551,2018/1/20,NV6134,2018/1/21
T2981,2,NV6551,2018/1/20,NV6134,2018/1/21
T2982,2,NV6551,2018/1/20,NV6134,2018/1/21
T2983,2,NV6551,2018/1/20,NV840,2018/1/21
T2984,1,NV6551,2018/1/20,NV840,2018/1/21
T2985,2,NV6725,2018/1/20,NV392,2018/1/20
T2986,1,NV6725,2018/1/20,NV392,2018/1/20
T2987,1,NV6725,2018/1/20,NV654,2018/1/20
T2988,2,NV6725,2018/1/20,NV846,2018/1/21
T2989,2,NV6725,2018/1/20,NV880,2018/1/21
T2990,2,NV6725,2018/1/20,NV880,2018/1/21
T2991,2,NV6725,2018/1/20,NV880,2018/1/21
T2992,1,NV6725,2018/1/20,NV880,2018/1/21
T2993,2,NV6549,2018/1/20,NV840,2018/1/21
T2994,2,NV317,2018/1/20,NV6652,2018/1/20
T2995,2,NV317,2018/1/20,NV664,2018/1/21
T2996,1,NV317,2018/1/20,NV664,2018/1/21
T2997,2,NV317,2018/1/20,NV320,2018/1/21
T2998,2,NV317,2018/1/20,NV882,2018/1/21
T2999,2,NV317,2018/1/20,NV882,2018/1/21
T3000,1,NV317,2018/1/20,NV840,2018/1/21
T3001,1,NV3278,2018/1/20,NV880,2018/1/21
T3002,1,NV6117,2018/1/20,NV6632,2018/1/20
T3003,2,NV6117,2018/1/20,NV6811,2018/1/20
T3004,2,NV6117,2018/1/20,NV6811,2018/1/20
T3005,2,NV6117,2018/1/20,NV6811,2018/1/20
T3006,1,NV6117,2018/1/20,NV6652,2018/1/20
T3007,1,NV6117,2018/1/20,NV3993,2018/1/20
T3008,2,NV6117,2018/1/20,NV664,2018/1/21
T3009,2,NV6117,2018/1/20,NV664,2018/1/21
T3010,2,NV6117,2018/1/20,NV664,2018/1/21
T3011,2,NV6117,2018/1/20,NV664,2018/1/21
T3012,2,NV6117,2018/1/20,NV664,2018/1/21
T3013,2,NV6117,2018/1/20,NV664,2018/1/21
T3014,2,NV6117,2018/1/20,NV664,2018/1/21
T3015,2,NV6117,2018/1/20,NV664,2018/1/21
T3016,2,NV6117,2018/1/20,NV664,2018/1/21
T3017,2,NV6117,2018/1/20,NV664,2018/1/21
T3018,2,NV6117,2018/1/20,NV664,2018/1/21
T3019,2,NV6117,2018/1/20,NV320,2018/1/21
T3020,2,NV6117,2018/1/20,NV882,2018/1/21
T3021,1,NV6117,2018/1/20,NV882,2018/1/21
T3022,2,NV6117,2018/1/20,NV840,2018/1/21
T3023,1,NV6578,2018/1/20,NV6772,2018/1/20
T3024,2,NV6578,2018/1/20,NV840,2018/1/21
T3025,2,NV6772,2018/1/20,NV846,2018/1/21
T3026,1,NV6772,2018/1/20,NV846,2018/1/21
T3027,2,NV6772,2018/1/20,NV880,2018/1/21
T3028,1,NV6633,2018/1/20,NV3652,2018/1/20
T3029,1,NV6633,2018/1/20,NV654,2018/1/20
T3030,2,NV6633,2018/1/20,NV664,2018/1/21
T3031,1,NV6633,2018/1/20,NV664,2018/1/21
T3032,1,NV6633,2018/1/20,NV846,2018/1/21
T3033,1,NV6633,2018/1/20,NV320,2018/1/21
T3034,2,NV6633,2018/1/20,NV882,2018/1/21
T3035,1,NV6633,2018/1/20,NV840,2018/1/21
T3036,2,NV6633,2018/1/20,NV840,2018/1/21
T3037,2,NV6633,2018/1/20,NV880,2018/1/21
T3038,2,NV6633,2018/1/20,NV880,2018/1/21
T3039,2,NV6633,2018/1/20,NV880,2018/1/21
T3040,2,NV6633,2018/1/20,NV880,2018/1/21
T3041,2,NV6633,2018/1/20,NV880,2018/1/21
T3042,1,NV6633,2018/1/20,NV322,2018/1/21
T3043,1,NV6811,2018/1/20,NV880,2018/1/21
T3044,2,NV651,2018/1/20,NV846,2018/1/21
T3045,2,NV651,2018/1/20,NV846,2018/1/21
T3046,2,NV651,2018/1/20,NV846,2018/1/21
T3047,1,NV651,2018/1/20,NV840,2018/1/21
T3048,2,NV6642,2018/1/20,NV654,2018/1/20
T3049,2,NV6642,2018/1/20,NV654,2018/1/20
T3050,2,NV6642,2018/1/20,NV846,2018/1/21
T3051,2,NV6642,2018/1/20,NV320,2018/1/21
T3052,2,NV6642,2018/1/20,NV6134,2018/1/21
T3053,2,NV6642,2018/1/20,NV880,2018/1/21
T3054,1,NV6642,2018/1/20,NV880,2018/1/21
T3055,1,NV6643,2018/1/20,NV654,2018/1/20
T3056,2,NV6643,2018/1/20,NV664,2018/1/21
T3057,2,NV6643,2018/1/20,NV846,2018/1/21
T3058,1,NV6643,2018/1/20,NV846,2018/1/21
T3059,2,NV6643,2018/1/20,NV880,2018/1/21
T3060,1,GN0409,2018/1/20,NV320,2018/1/21
T3061,1,GN0409,2018/1/20,NV840,2018/1/21
T3062,2,NV6505,2018/1/20,NV664,2018/1/21
T3063,2,NV6505,2018/1/20,NV840,2018/1/21
T3064,2,GN0629,2018/1/20,NV664,2018/1/21
T3065,1,GN0629,2018/1/20,NV664,2018/1/21
T3066,1,GN0629,2018/1/20,NV846,2018/1/21
T3067,2,GN0629,2018/1/20,NV882,2018/1/21
T3068,1,NV6653,2018/1/20,NV664,2018/1/21
T3069,2,NV6653,2018/1/20,NV846,2018/1/21
T3070,1,NV6653,2018/1/20,NV846,2018/1/21
T3071,1,NV6653,2018/1/20,NV320,2018/1/21
T3072,2,NV6653,2018/1/20,NV840,2018/1/21
T3073,1,NV6653,2018/1/20,NV840,2018/1/21
T3074,2,NV6653,2018/1/20,NV880,2018/1/21
T3075,2,NV6653,2018/1/20,NV880,2018/1/21
T3076,2,NV6653,2018/1/20,NV880,2018/1/21
T3077,2,NV6653,2018/1/20,NV880,2018/1/21
T3078,2,NV6699,2018/1/20,NV320,2018/1/21
T3079,2,NV6699,2018/1/20,NV840,2018/1/21
T3080,2,NV6699,2018/1/20,NV840,2018/1/21
T3081,2,NV6699,2018/1/20,NV840,2018/1/21
T3082,2,NV6699,2018/1/20,NV840,2018/1/21
T3083,2,NV6699,2018/1/20,NV840,2018/1/21
T3084,1,NV6699,2018/1/20,NV880,2018/1/21
T3085,2,NV6733,2018/1/20,NV654,2018/1/20
T3086,1,NV6733,2018/1/20,NV654,2018/1/20
T3087,1,NV6733,2018/1/20,NV664,2018/1/21
T3088,2,NV6733,2018/1/20,NV846,2018/1/21
T3089,1,NV6733,2018/1/20,NV846,2018/1/21
T3090,1,NV6733,2018/1/20,NV880,2018/1/21
T3091,1,NV679,2018/1/20,NV664,2018/1/21
T3092,2,NV679,2018/1/20,NV880,2018/1/21
T3093,1,NV6241,2018/1/20,NV6156,2018/1/20
T3094,2,NV6241,2018/1/20,NV654,2018/1/20
T3095,2,NV6241,2018/1/20,NV654,2018/1/20
T3096,1,NV6241,2018/1/20,NV654,2018/1/20
T3097,2,NV6241,2018/1/20,NV6134,2018/1/21
T3098,2,NV6241,2018/1/20,NV6134,2018/1/21
T3099,2,NV6241,2018/1/20,NV6134,2018/1/21
T3100,1,NV6241,2018/1/20,NV6134,2018/1/21
T3101,1,NV6241,2018/1/20,NV882,2018/1/21
T3102,2,NV6241,2018/1/20,NV880,2018/1/21
T3103,2,NV6241,2018/1/20,NV880,2018/1/21
T3104,2,NV6241,2018/1/20,NV880,2018/1/21
T3105,2,NV6241,2018/1/20,NV880,2018/1/21
T3106,2,NV6241,2018/1/20,NV880,2018/1/21
T3107,2,NV6241,2018/1/20,NV880,2018/1/21
T3108,2,NV6241,2018/1/20,NV880,2018/1/21
T3109,2,NV6241,2018/1/20,NV880,2018/1/21
T3110,2,NV6241,2018/1/20,NV880,2018/1/21
T3111,2,NV6241,2018/1/20,NV880,2018/1/21
T3112,2,NV6737,2018/1/20,NV654,2018/1/20
T3113,1,NV6737,2018/1/20,NV654,2018/1/20
T3114,2,NV6737,2018/1/20,NV664,2018/1/21
T3115,1,NV6737,2018/1/20,NV846,2018/1/21
T3116,1,NV6737,2018/1/20,NV320,2018/1/21
T3117,2,NV6737,2018/1/20,NV6134,2018/1/21
T3118,2,NV6737,2018/1/20,NV6134,2018/1/21
T3119,2,NV6737,2018/1/20,NV6134,2018/1/21
T3120,1,NV6737,2018/1/20,NV6134,2018/1/21
T3121,2,NV6737,2018/1/20,NV840,2018/1/21
T3122,2,NV6737,2018/1/20,NV880,2018/1/21
T3123,2,NV6737,2018/1/20,NV880,2018/1/21
T3124,2,NV6737,2018/1/20,NV880,2018/1/21
T3125,1,NV6737,2018/1/20,NV880,2018/1/21
T3126,2,NV6737,2018/1/20,NV322,2018/1/21
T3127,2,NV6405,2018/1/20,NV846,2018/1/21
T3128,2,NV6405,2018/1/20,NV846,2018/1/21
T3129,2,NV6405,2018/1/20,NV846,2018/1/21
T3130,2,NV6405,2018/1/20,NV846,2018/1/21
T3131,2,NV6405,2018/1/20,NV846,2018/1/21
T3132,2,NV6405,2018/1/20,NV840,2018/1/21
T3133,1,NV6405,2018/1/20,NV840,2018/1/21
T3134,2,NV6405,2018/1/20,NV880,2018/1/21
T3135,2,NV6405,2018/1/20,NV880,2018/1/21
T3136,2,NV6405,2018/1/20,NV880,2018/1/21
T3137,1,NV6405,2018/1/20,NV880,2018/1/21
T3138,1,NV3270,2018/1/20,NV882,2018/1/21
T3139,1,GN0645,2018/1/20,NV880,2018/1/21
T3140,1,GN0639,2018/1/20,NV882,2018/1/21
T3141,2,GN0639,2018/1/20,NV880,2018/1/21
T3142,1,NV0747,2018/1/20,NV322,2018/1/21
T3143,2,NV617,2018/1/20,NV880,2018/1/21
T3144,1,NV3195,2018/1/20,NV322,2018/1/21
T3145,1,NV677,2018/1/21,NV3446,2018/1/21
T3146,1,NV677,2018/1/21,NV675,2018/1/21
T3147,2,NV677,2018/1/21,NV655,2018/1/21
T3148,2,NV677,2018/1/21,NV655,2018/1/21
T3149,2,NV677,2018/1/21,NV655,2018/1/21
T3150,1,NV677,2018/1/21,NV655,2018/1/21
T3151,2,NV677,2018/1/21,NV3615,2018/1/21
T3152,1,NV677,2018/1/21,NV3615,2018/1/21
T3153,2,NV677,2018/1/21,NV6154,2018/1/21
T3154,2,NV677,2018/1/21,NV6154,2018/1/21
T3155,2,NV677,2018/1/21,NV6154,2018/1/21
T3156,2,NV677,2018/1/21,NV6154,2018/1/21
T3157,2,NV677,2018/1/21,NV6154,2018/1/21
T3158,2,NV677,2018/1/21,NV6154,2018/1/21
T3159,2,NV677,2018/1/21,NV6154,2018/1/21
T3160,2,NV677,2018/1/21,NV6154,2018/1/21
T3161,2,NV677,2018/1/21,NV6154,2018/1/21
T3162,2,NV677,2018/1/21,NV6154,2018/1/21
T3163,2,NV677,2018/1/21,NV6164,2018/1/21
T3164,2,NV677,2018/1/21,NV6164,2018/1/21
T3165,2,NV677,2018/1/21,NV6164,2018/1/21
T3166,2,NV677,2018/1/21,NV6164,2018/1/21
T3167,2,NV677,2018/1/21,NV6164,2018/1/21
T3168,1,NV677,2018/1/21,NV6164,2018/1/21
T3169,1,NV675,2018/1/21,NV6738,2018/1/21
T3170,2,NV675,2018/1/21,NV6154,2018/1/21
T3171,2,NV675,2018/1/21,NV634,2018/1/21
T3172,2,NV675,2018/1/21,NV634,2018/1/21
T3173,2,NV675,2018/1/21,NV634,2018/1/21
T3174,2,NV847,2018/1/21,NV3446,2018/1/21
T3175,2,NV847,2018/1/21,NV675,2018/1/21
T3176,1,NV847,2018/1/21,NV675,2018/1/21
T3177,2,NV847,2018/1/21,NV655,2018/1/21
T3178,2,NV847,2018/1/21,NV655,2018/1/21
T3179,2,NV847,2018/1/21,NV655,2018/1/21
T3180,2,NV847,2018/1/21,NV3615,2018/1/21
T3181,2,NV847,2018/1/21,NV3615,2018/1/21
T3182,2,NV847,2018/1/21,NV6738,2018/1/21
T3183,2,NV847,2018/1/21,NV6738,2018/1/21
T3184,2,NV847,2018/1/21,NV6154,2018/1/21
T3185,2,NV847,2018/1/21,NV6154,2018/1/21
T3186,2,NV847,2018/1/21,NV6154,2018/1/21
T3187,2,NV847,2018/1/21,NV6154,2018/1/21
T3188,2,NV847,2018/1/21,NV6154,2018/1/21
T3189,1,NV847,2018/1/21,NV6154,2018/1/21
T3190,1,NV847,2018/1/21,NV3263,2018/1/21
T3191,1,NV847,2018/1/21,NV6358,2018/1/21
T3192,2,NV847,2018/1/21,NV6724,2018/1/21
T3193,1,NV847,2018/1/21,GN0678,2018/1/21
T3194,1,NV847,2018/1/21,NV6734,2018/1/21
T3195,2,NV847,2018/1/21,NV6616,2018/1/21
T3196,1,NV847,2018/1/21,NV6616,2018/1/21
T3197,2,NV847,2018/1/21,NV6230,2018/1/21
T3198,1,NV847,2018/1/21,NV6230,2018/1/21
T3199,2,NV847,2018/1/21,NV6514,2018/1/21
T3200,2,NV847,2018/1/21,NV6514,2018/1/21
T3201,2,NV847,2018/1/21,NV6700,2018/1/21
T3202,2,NV609,2018/1/21,NV3446,2018/1/21
T3203,1,NV609,2018/1/21,NV3446,2018/1/21
T3204,2,NV609,2018/1/21,NV655,2018/1/21
T3205,1,NV609,2018/1/21,NV3615,2018/1/21
T3206,1,NV609,2018/1/21,NV6154,2018/1/21
T3207,2,NV609,2018/1/21,NV3263,2018/1/21
T3208,2,NV609,2018/1/21,NV3263,2018/1/21
T3209,1,NV609,2018/1/21,NV6548,2018/1/21
T3210,2,NV609,2018/1/21,NV6734,2018/1/21
T3211,2,NV609,2018/1/21,NV6616,2018/1/21
T3212,2,NV609,2018/1/21,NV6616,2018/1/21
T3213,2,NV609,2018/1/21,NV6616,2018/1/21
T3214,2,NV609,2018/1/21,NV6616,2018/1/21
T3215,2,NV609,2018/1/21,NV6616,2018/1/21
T3216,1,NV609,2018/1/21,NV6616,2018/1/21
T3217,1,NV609,2018/1/21,NV336,2018/1/21
T3218,2,NV609,2018/1/21,NV6446,2018/1/21
T3219,2,NV609,2018/1/21,NV316,2018/1/21
T3220,2,NV609,2018/1/21,NV316,2018/1/21
T3221,2,NV309,2018/1/21,NV675,2018/1/21
T3222,2,NV309,2018/1/21,NV675,2018/1/21
T3223,2,NV309,2018/1/21,NV3615,2018/1/21
T3224,2,NV309,2018/1/21,NV3615,2018/1/21
T3225,2,NV309,2018/1/21,NV6738,2018/1/21
T3226,2,NV309,2018/1/21,NV6734,2018/1/21
T3227,2,NV309,2018/1/21,NV612,2018/1/21
T3228,2,NV309,2018/1/21,NV612,2018/1/21
T3229,2,NV309,2018/1/21,NV612,2018/1/21
T3230,1,NV309,2018/1/21,NV612,2018/1/21
T3231,2,NV309,2018/1/21,NV6616,2018/1/21
T3232,2,NV309,2018/1/21,NV6616,2018/1/21
T3233,1,NV309,2018/1/21,NV6230,2018/1/21
T3234,1,NV309,2018/1/21,NV336,2018/1/21
T3235,2,NV309,2018/1/21,NV6514,2018/1/21
T3236,2,NV309,2018/1/21,NV6514,2018/1/21
T3237,1,NV309,2018/1/21,NV6514,2018/1/21
T3238,2,NV309,2018/1/21,NV634,2018/1/21
T3239,2,NV309,2018/1/21,NV634,2018/1/21
T3240,2,NV309,2018/1/21,NV634,2018/1/21
T3241,2,NV309,2018/1/21,NV634,2018/1/21
T3242,1,NV309,2018/1/21,NV634,2018/1/21
T3243,2,NV309,2018/1/21,NV6152,2018/1/21
T3244,2,NV309,2018/1/21,NV6152,2018/1/21
T3245,2,NV309,2018/1/21,NV6152,2018/1/21
T3246,2,NV309,2018/1/21,NV6152,2018/1/21
T3247,2,NV309,2018/1/21,NV6152,2018/1/21
T3248,2,NV309,2018/1/21,NV6152,2018/1/21
T3249,2,NV309,2018/1/21,NV6152,2018/1/21
T3250,2,NV309,2018/1/21,NV678,2018/1/21
T3251,2,NV309,2018/1/21,NV678,2018/1/21
T3252,2,NV309,2018/1/21,NV678,2018/1/21
T3253,1,NV309,2018/1/21,NV6376,2018/1/21
T3254,2,NV309,2018/1/21,NV316,2018/1/21
T3255,2,NV309,2018/1/21,NV316,2018/1/21
T3256,2,NV309,2018/1/21,NV316,2018/1/21
T3257,2,NV309,2018/1/21,NV316,2018/1/21
T3258,2,NV309,2018/1/21,NV316,2018/1/21
T3259,2,NV309,2018/1/21,NV316,2018/1/21
T3260,1,NV871,2018/1/21,NV675,2018/1/21
T3261,1,NV871,2018/1/21,NV655,2018/1/21
T3262,1,NV871,2018/1/21,NV3615,2018/1/21
T3263,2,NV871,2018/1/21,NV3263,2018/1/21
T3264,1,NV871,2018/1/21,NV6548,2018/1/21
T3265,2,NV871,2018/1/21,NV6636,2018/1/21
T3266,1,NV871,2018/1/21,NV6636,2018/1/21
T3267,1,NV871,2018/1/21,NV6734,2018/1/21
T3268,1,NV871,2018/1/21,NV6230,2018/1/21
T3269,1,NV871,2018/1/21,NV336,2018/1/21
T3270,1,NV871,2018/1/21,NV634,2018/1/21
T3271,1,NV871,2018/1/21,NV6152,2018/1/21
T3272,1,NV347,2018/1/21,NV6230,2018/1/21
T3273,1,NV347,2018/1/21,NV6532,2018/1/21
T3274,1,NV347,2018/1/21,NV6514,2018/1/21
T3275,2,NV655,2018/1/21,NV3615,2018/1/21
T3276,2,NV655,2018/1/21,NV6738,2018/1/21
T3277,1,NV655,2018/1/21,NV6738,2018/1/21
T3278,2,NV655,2018/1/21,NV6154,2018/1/21
T3279,2,NV655,2018/1/21,NV6154,2018/1/21
T3280,2,NV655,2018/1/21,NV6154,2018/1/21
T3281,2,NV655,2018/1/21,NV6154,2018/1/21
T3282,2,NV655,2018/1/21,NV6154,2018/1/21
T3283,2,NV655,2018/1/21,NV6154,2018/1/21
T3284,2,NV655,2018/1/21,NV6154,2018/1/21
T3285,2,NV655,2018/1/21,NV6154,2018/1/21
T3286,2,NV655,2018/1/21,NV6154,2018/1/21
T3287,2,NV655,2018/1/21,NV6154,2018/1/21
T3288,2,NV655,2018/1/21,NV6154,2018/1/21
T3289,2,NV655,2018/1/21,NV6154,2018/1/21
T3290,2,NV655,2018/1/21,NV6154,2018/1/21
T3291,1,NV655,2018/1/21,NV6154,2018/1/21
T3292,2,NV655,2018/1/21,NV6164,2018/1/21
T3293,2,NV655,2018/1/21,NV6164,2018/1/21
T3294,2,NV655,2018/1/21,NV6164,2018/1/21
T3295,1,NV655,2018/1/21,NV6636,2018/1/21
T3296,1,NV655,2018/1/21,NV6532,2018/1/21
T3297,1,NV655,2018/1/21,NV634,2018/1/21
T3298,2,NV655,2018/1/21,NV6152,2018/1/21
T3299,2,NV655,2018/1/21,NV6152,2018/1/21
T3300,2,NV891,2018/1/21,NV655,2018/1/21
T3301,1,NV891,2018/1/21,NV655,2018/1/21
T3302,2,NV891,2018/1/21,NV3615,2018/1/21
T3303,2,NV891,2018/1/21,NV3615,2018/1/21
T3304,1,NV891,2018/1/21,NV3615,2018/1/21
T3305,2,NV891,2018/1/21,NV6738,2018/1/21
T3306,2,NV891,2018/1/21,NV6738,2018/1/21
T3307,1,NV891,2018/1/21,NV6738,2018/1/21
T3308,2,NV891,2018/1/21,NV380,2018/1/21
T3309,2,NV891,2018/1/21,NV380,2018/1/21
T3310,2,NV891,2018/1/21,NV380,2018/1/21
T3311,2,NV891,2018/1/21,NV380,2018/1/21
T3312,1,NV891,2018/1/21,NV6154,2018/1/21
T3313,2,NV891,2018/1/21,NV3263,2018/1/21
T3314,2,NV891,2018/1/21,NV3263,2018/1/21
T3315,1,NV891,2018/1/21,NV3263,2018/1/21
T3316,1,NV891,2018/1/21,NV6636,2018/1/21
T3317,1,NV891,2018/1/21,NV6636,2018/1/21
T3318,2,NV891,2018/1/21,NV6616,2018/1/21
T3319,2,NV891,2018/1/21,NV6616,2018/1/21
T3320,2,NV891,2018/1/21,NV6616,2018/1/21
T3321,1,NV891,2018/1/21,GN0414,2018/1/21
T3322,2,NV891,2018/1/21,NV6230,2018/1/21
T3323,2,NV891,2018/1/21,NV6230,2018/1/21
T3324,2,NV891,2018/1/21,NV6230,2018/1/21
T3325,2,NV891,2018/1/21,NV6152,2018/1/21
T3326,1,NV891,2018/1/21,NV6376,2018/1/21
T3327,1,NV891,2018/1/21,NV6576,2018/1/21
T3328,2,NV851,2018/1/21,NV655,2018/1/21
T3329,1,NV851,2018/1/21,NV3615,2018/1/21
T3330,1,NV851,2018/1/21,NV6738,2018/1/21
T3331,2,NV851,2018/1/21,NV380,2018/1/21
T3332,2,NV851,2018/1/21,NV6154,2018/1/21
T3333,2,NV851,2018/1/21,NV6154,2018/1/21
T3334,2,NV851,2018/1/21,NV6154,2018/1/21
T3335,1,NV851,2018/1/21,NV6154,2018/1/21
T3336,2,NV851,2018/1/21,NV3263,2018/1/21
T3337,1,NV851,2018/1/21,NV6164,2018/1/21
T3338,2,NV851,2018/1/21,NV6616,2018/1/21
T3339,2,NV851,2018/1/21,NV6616,2018/1/21
T3340,2,NV851,2018/1/21,NV6616,2018/1/21
T3341,2,NV851,2018/1/21,NV6616,2018/1/21
T3342,2,NV851,2018/1/21,NV6616,2018/1/21
T3343,2,NV851,2018/1/21,NV6616,2018/1/21
T3344,1,NV851,2018/1/21,NV6616,2018/1/21
T3345,2,NV851,2018/1/21,NV6230,2018/1/21
T3346,2,NV851,2018/1/21,NV6230,2018/1/21
T3347,2,NV851,2018/1/21,NV6230,2018/1/21
T3348,2,NV851,2018/1/21,NV6230,2018/1/21
T3349,2,NV851,2018/1/21,NV6230,2018/1/21
T3350,2,NV851,2018/1/21,NV6230,2018/1/21
T3351,2,NV851,2018/1/21,NV6230,2018/1/21
T3352,2,NV851,2018/1/21,NV6230,2018/1/21
T3353,2,NV851,2018/1/21,NV6532,2018/1/21
T3354,1,NV851,2018/1/21,NV336,2018/1/21
T3355,2,NV851,2018/1/21,NV6446,2018/1/21
T3356,2,NV851,2018/1/21,NV6514,2018/1/21
T3357,1,NV851,2018/1/21,NV6514,2018/1/21
T3358,2,NV851,2018/1/21,NV6152,2018/1/21
T3359,2,NV851,2018/1/21,NV6152,2018/1/21
T3360,2,NV851,2018/1/21,NV6152,2018/1/21
T3361,2,NV851,2018/1/21,NV6152,2018/1/21
T3362,2,NV851,2018/1/21,NV6152,2018/1/21
T3363,2,NV851,2018/1/21,NV6152,2018/1/21
